"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"라핀나캡슐50밀리그램(다브라페닙메실산염)","장방형","빨강","어두운 적색의 불투명한 캡슐제","null","null"
"라핀나캡슐75밀리그램(다브라페닙메실산염)","장방형","분홍","어두운 분홍색의 불투명한 캡슐제","null","null"
"매큐셀정2밀리그램(트라메티닙디메틸설폭시드)","원형","분홍","분홍색의 양면이 볼록한 원형의 필름코팅정","null","null"
"매큐셀정0.5밀리그램(트라메티닙디메틸설폭시드)","타원형","주황","노랑색의 양면이 볼록한 변형된 타원형의 필름코팅정","null","null"
"로즐리트렉캡슐100밀리그램(엔트렉티닙)","장방형","노랑","흰색-황백색-연분홍 또는 연주황 가루 또는 덩어리진 가루가 든 불투명한 황색의 경질캡슐","null","null"
"로즐리트렉캡슐200밀리그램(엔트렉티닙)","장방형","주황","흰색-황백색-연분홍 또는 연주황 가루 또는 덩어리진 가루가 든 불투명한 주황색의 경질캡슐","null","null"
"가브레토캡슐100밀리그램(프랄세티닙)","장방형","파랑","백색-황백색 가루가 든, 바디에 “BLU-667”, 캡에 “100mg” 흰색으로 각인된 불투명한 밝은 파란색의 캡슐","null","null"
"비파인정","장방형","갈색","갈색의 장방형 필름코팅정제","null","null"
"뮤라텐캡슐100밀리그램(아세틸시스테인)","장방형","초록","흰색의 분말이 든 상부 녹색, 하부 흰색의 경질캡슐제","null","null"
"텔콘알에프피나스테리드정5밀리그램","기타","파랑","청색의 사과모양 필름코팅정","null","null"
"아토셀에스정20밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"테네필정20밀리그램","원형","분홍","분홍색 원형의 필름 코팅정","null","null"
"레피졸정2밀리그램(아리피프라졸)","타원형","연두","초록색의 장방형 정제","null","-"
"레피졸정1밀리그램(아리피프라졸)","원형","분홍","진한 분홍색의 원형 정제","null","null"
"텔로그렐정(클로피도그렐황산수소염)","원형","분홍","분홍색의 원형필름 코팅정제","null","null"
"브이알정20/160밀리그램","타원형","갈색","갈색의 타원형 필름코팅정","null","null"
"넥시온정40밀리그램(에스오메프라졸마그네슘이수화물)","타원형","분홍","분홍색의 장방형 필름코팅정","null","null"
"모닝톡에스장용연질캡슐","타원형","초록","미황색의 유상 내용물을 함유한 녹색의 타원형 연질캡슐","null","null"
"메가플나졸캡슐(플루코나졸)","장방형","초록","흰색의 가루가 든 상부 녹색, 하부 미황색의 경질캡슐제","null","null"
"메가터빈정(테르비나핀염산염)","원형","하양","백색 내지 미황색의 원형 정제","null","-"
"이로스타정(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"이코나졸캡슐(이트라코나졸)","장방형","파랑","흰색 또는 회백색의 구형 펠렛이 충진된 상부 청색, 하부 분홍색의 경질캡슐제이다.","null","null"
"에도인캡슐(에르도스테인)","장방형","초록","흰색의 분말이 들어있는 상,하부 연녹색의 경질캡슐제","null","null"
"판덱스정(덱스판테놀)","원형","하양","흰색 또는 미황색의 원형 정제","null","null"
"슈클래리정250밀리그램(클래리트로마이신)","장방형","연두","황색의 장방형 필름코팅정","null","null"
"메가팜시버정(팜시클로비르)","원형","하양","흰색원형의 필름코팅정","null","null"
"타이레놀정500밀리그람(아세트아미노펜)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"씨베리움캡슐(플루나리진염산염)","장방형","회색","흰색 내지 연노란색의 가루가 든 상부 회색, 하부 빨간색의 경질캡슐제","null","null"
"나그란구강붕해정2.5밀리그램(나라트립탄염산염)","원형","하양","흰색 또는 연한 노란색의 원형 구강붕해정","null","null"
"유마린정(펠라고니움시도이데스11%에탄올추출물(1→8~10))","원형","갈색","적갈색의 원형 필름코팅정","null","null"
"엠슈타인정50밀리그램(실데나필시트르산염)","삼각형","연두","분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정","-","null"
"엠슈타인정100밀리그램(실데나필시트르산염)","삼각형","연두","분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정","-","null"
"위엔자임정","타원형","연두","연녹색의 타원형 장용성 필름코팅정","null","null"
"미살탄플러스정80/12.5밀리그램(텔미사르탄, 히드로클로로티아지드)","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"미살탄플러스정40/12.5밀리그램(텔미사르탄, 히드로클로로티아지드)","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"듀오웰플러스정40/5/10밀리그램","타원형","주황","노란색의 타원형 필름코팅정","null","null"
"듀오웰플러스정40/10/10밀리그램","타원형","분홍","분홍색의 타원형 필름코팅정","null","null"
"듀오웰플러스정80/5/10밀리그램","타원형","주황","주황색의 타원형 필름코팅정","null","null"
"듀오웰플러스정80/10/10밀리그램","타원형","노랑","노란색의 타원형 필름코팅정","null","null"
"마이산캡슐(배농산급탕)","장방형","노랑","암갈색의 분말이 충진된 상,하부 미황색의 캡슐제","null","null"
"애니렉신에프캡슐(은교산)","장방형","빨강","갈색의 분말이 충전된 상부 주홍색 불투명, 하부 미황색 불투명의 경질 캡슐제","null","null"
"타라셋서방정","장방형","노랑","연한 노란색의 장방형 서방성 필름코팅정","null","null"
"멘토비엠정","타원형","분홍","연한분홍색의 장방형 필름코팅정","null","-"
"페바로정1밀리그램(피타바스타틴칼슘)","원형","하양","하얀색의 원형 필름코팅정","null","null"
"다나콕스정30밀리그램(에토리콕시브)","원형","회색","청록색 원형의 양면이 볼록한 필름코팅정","null","null"
"디멘정","원형","하양","흰색의 원형 필름코팅정","null","null"
"피나스테아정1밀리그램(피나스테리드)","팔각형","분홍","황갈색의 양면이 볼록한 팔각형 모양의 필름코팅정","null","null"
"이노엔로자탄플러스정","타원형","노랑","  황색의 타원형 필름코팅정제","null","null"
"이노엔아벨탄정300밀리그램(이르베사르탄)","타원형","하양","흰색 또는 거의 흰색의 양쪽이 볼록한 타원형 필름코팅정","-","null"
"엠트포민정(메트포르민염산염)","원형","하양","백색 원형 필름코팅정제 ","null","null"
"테라콕시브정30밀리그램(에토리콕시브)","기타","회색","청녹색 사과 모양의 양면이 볼록한 필름코팅정","null","null"
"위편정","장방형","하양","흰색의 장방형 필름코팅정","null","-"
"셀로파정5밀리그램(올로파타딘염산염)","원형","분홍","담황적색의 원형 필름코팅정제","null","null"
"레티움정500밀리그램(도베실산칼슘수화물)","타원형","하양","흰색의 장방형 정제","-","null"
"티옥시드에이치알정(티옥트산)","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"엘도타인캡슐300밀리그램(에르도스테인)","장방형","초록","흰색의 분말이 들어있는 상부 초록색, 하부 미황색의 경질캡슐제","null","null"
"키넥신정","타원형","연두","녹색의 달걀형 필름코팅정","null","-"
"너링스정(네라티닙말레산염)","타원형","빨강","빨간색의 타원형 필름코팅정제","null","null"
"글로스타정20밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"베로타이엑스정","원형","하양","흰색의 원형 필름코팅정제","null","null"
"휴다트연질캡슐0.5밀리그램(두타스테리드)","타원형","노랑","무색 투명한 내용물이 든 미황색의 장방형 연질캡슐","null","null"
"아세네CR서방정(아세클로페낙)","장방형","하양","흰색의 장방형 서방성 필름코팅정","null","null"
"탐시로서방캡슐0.2밀리그램(탐스로신염산염)","장방형","주황","흰색 내지 연한 노란색의 펠렛을 함유한 상의 살구색, 하의 흰색의 캡슐제","null","null"
"메가세티리정(레보세티리진염산염)","타원형","하양","흰색 또는 미황색의 타원형 필름코팅정","null","null"
"메가아세돌정","장방형","주황","연한 황색의 장방형 필름코팅정제","null","null"
"메가파모정20밀리그램(파모티딘)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"치오스캡슐(디오스민)","장방형","초록","상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다.","null","null"
"뉴딜렌정12.5밀리그램(카르베딜롤)","원형","분홍","적갈색의 원형정제","null","null"
"지티비캡슐","장방형","하양","흰색의 분말을 함유한 상하부 흰색의 경질캡슐제","null","null"
"지엘바클로펜정10밀리그램","원형","연두","황색의 원형 정제","null","-"
"아이토젯정10/40밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"아이토젯정10/20밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"아이토젯정10/10밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"진토젯정10/10밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"진토젯정10/20밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"진토젯정10/40밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"맥스그렐에이캡슐","장방형","주황","흰색 및 미황색의 과립 및 장용코팅된 펠렛을 함유하는 상,하부 주황색의 경질캡슐","null","null"
"메가시플록정(시프로플록사신염산염수화물)","원형","하양","백색의 원형 필름코팅정제","null","null"
"라트젯정10/10밀리그램","타원형","하양","흰색 또는 미백색의 장방형 필름코팅정","null","null"
"라트젯정10/40밀리그램","타원형","하양","흰색 또는 미백색의 장방형 필름코팅정","null","null"
"엔디콜정","타원형","노랑","노란색의 타원형 필름 코팅정","null","null"
"예스프라정20mg(에스오메프라졸마그네슘삼수화물)","원형","분홍","연분홍색의 원형 필름코팅정","null","null"
"예스프라정40mg(에스오메프라졸마그네슘삼수화물)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"디아패시드정600mg(티옥트산)","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"바로다운정10/40밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"에스오에스정20/800밀리그램","타원형","분홍","연분홍색 장방형 필름코팅정제","null","null"
"세로탈정100밀리그램(아세클로페낙)","원형","하양","흰색의 원형 필름코팅제","null","null"
"콕스케어캡슐200밀리그램(세레콕시브)","장방형","하양, 노랑","흰색 내지 미황색의 가루가 충진된 상하 황색줄이 있는 흰색의 캡슐제","null","null"
"아토산정40밀리그램(아토르바스타틴칼슘삼수화물)","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"이지콜드플러스연질캡슐","타원형","보라","갈색의 내용물을 함유한 보라색의 타원형 연질캡슐","null","null"
"이지콜드코프연질캡슐","타원형","파랑, 투명","미황색(연노랑) 내지 청색의 투명한 내용물을 함유한 청색의 투명한 타원형 연질캡슐","null","null"
"이지콜드노즈연질캡슐","타원형","주황, 투명","미황색(연노랑) 내지 엷은 주황색의 투명한 내용물을 함유한 주황색의 투명한 타원형 연질캡슐","null","null"
"이지페인레이디연질캡슐","타원형","분홍, 투명","미황색 투명한 내용물을 함유한 분홍색 투명한 타원형 연질캡슐","null","null"
"비프리연질캡슐","타원형","연두, 투명","무색 또는 연한 연두색의 투명한 내용물을 함유한 연두색의 투명한 타원형 연질캡슐","null","null"
"페이지연질캡슐","타원형","파랑","무색 내지 연한 파란색의 투명한 액상 내용물이 든 파란색 타원형 연질캡슐","null","null"
"업트라셋세미정","장방형","주황","연한 황색의 장방형 필름코팅정제","null","null"
"엠록신정(록시트로마이신)","원형","하양","백색의 원형 필름코팅정제","null","null"
"펠로엔정(펠루비프로펜(미분화))","원형","하양","흰색 내지 연한 황색의 원형 정제","null","null"
"두아보연질캡슐0.5밀리그램(두타스테리드)","타원형","노랑, 투명","무색 투명한 내용물이 들어있는 미황색의 투명한 타원형 연질캡슐","null","null"
"메스티논정(피리도스티그민브롬화물)","원형","주황","주황색의 원형 필름코팅정제","null","+"
"명문본두베정","원형","주황","노란색의 원형 필름코팅정","null","null"
"파마에스조피클론정1mg","원형","하양","흰색의 원형 필름코팅정","null","-"
"파마에스조피클론정2mg","원형","파랑","연한 청색의 원형 필름코팅정","null","-"
"파마에스조피클론정3mg","원형","파랑","청색의 원형 필름코팅정","null","-"
"아클라스정375밀리그램(아목시실린-클라불란산칼륨(2:1))","타원형","하양","흰색이거나 거의 흰색 타원형의 필름코팅정제이다.","null","null"
"쎈파워비타연질캡슐","타원형","갈색","황갈색의 내용물이 든 암녹색의 장방형 연질캡슐제","null","null"
"에스메프졸정20밀리그램(에스오메프라졸마그네슘이수화물)","타원형","분홍","연한 분홍색의 장방형 필름코팅정","null","null"
"라비듀오정20/500밀리그램","타원형","갈색","황갈색의 달걀형 필름코팅정","null","null"
"판텍큐노즈플러스연질캡슐","타원형","노랑, 투명","연한 노랑의 투명한 액상 내용물을 함유한 노란색의 투명한 장방형 연질캡슐","null","null"
"판텍큐코프플러스연질캡슐","타원형","파랑, 투명","연한 노랑의 투명한 액상 내용물을 함유한 청색의 투명한 타원형 연질캡슐","null","null"
"라비에트듀오정20/500밀리그램","타원형","갈색","황갈색의 달걀형 필름코팅정제","null","null"
"훼민업정","원형","빨강","적색의 원형 필름코팅정","null","null"
"베니에프정","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"다비우정(방풍통성산건조엑스(4.6→1))","원형","연두","연한 황녹색의 원형 필름코팅정","null","null"
"리바마인캡슐1.5밀리그램(리바스티그민타르타르산염)","장방형","노랑","흰색~미황색의 분말이 든 상,하부 황색의 경질캡슐제","null","null"
"리바마인캡슐3밀리그램(리바스티그민타르타르산염)","장방형","주황","흰색~미황색의 분말이 든 상,하부 오렌지색의 경질캡슐제","null","null"
"케타핀정25밀리그램(쿠에티아핀푸마르산염)","원형","분홍","주황색의 원형 필름코팅정제","null","null"
"리페돈정2밀리그램(리스페리돈)","장방형","분홍","연한 오렌지색의 장방형 필름코팅정제","-","null"
"리페돈정1밀리그램(리스페리돈)","장방형","하양","흰색의 장방형 필름코팅정제 ","-","null"
"케타핀정100밀리그램(쿠에티아핀푸마르산염)","원형","주황","노란색의 원형 필름코팅정제","null","null"
"케타핀정200밀리그램(쿠에티아핀푸마르산염)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"케타핀정300밀리그램(쿠에티아핀푸마르산염)","타원형","하양","흰색의 장방형의 필름코팅정제","null","null"
"젠빅사정10밀리그램(메만틴염산염)","타원형","노랑","연한 노랑에서 노란색의 타원형 필름코팅정제","-","-"
"폭틴캡슐20밀리그램(플루옥세틴염산염)","장방형","초록","흰색 내지 미백색의 분말을 충진한 상부 녹색, 하부 흰색의 경질캡슐제","null","null"
"노페로캡슐(건조황산제일철)","장방형","갈색","연한 갈색 장용성 제피정을 함유하는 상부 불투명 갈색, 하부 투명한 갈색의 경질캡슐","null","null"
"에리카정","원형","분홍","분홍색의 원형 정제","null","-"
"비아콘정","원형","갈색","갈색의 원형 필름코팅정","null","null"
"다포가듀오서방정10/500밀리그램(다파글리플로진프로판디올수화물, 메트포르민염산염)","타원형","분홍","분홍색의 양면이 볼록한 장방형 서방성 필름코팅정","null","null"
"다포가듀오서방정10/1000밀리그램(다파글리플로진프로판디올수화물, 메트포르민염산염)","타원형","주황","노란색의 양면이 볼록한 타원형 서방성 필름코팅정","null","null"
"제스틸정(애엽95%에탄올연조엑스(20→1))","타원형","연두","녹색의 타원형 필름코팅정","null","null"
"화이트다파글리플로진정10밀리그램(다파글리플로진프로판디올수화물)","마름모형","주황","노란색의 양면이 볼록한 마름모형의 필름코팅정제","null","null"
"듀오웰플러스정40/20/10밀리그램","타원형","주황","노란색의 타원형 필름코팅정","null","null"
"듀오웰플러스정80/20/10밀리그램","타원형","분홍","분홍색의 타원형 필름코팅정","null","null"
"루레카캡슐150밀리그램(프레가발린)","장방형","하양","흰색 분말이 든 상하부 흰색의 경질캡슐제","null","null"
"루레카캡슐75밀리그램(프레가발린)","장방형","갈색","흰색 분말이 든 상부 농갈색, 하부 흰색의 경질캡슐제","null","null"
"크로아난정625㎎[아목시실린수화물.클라불란산칼륨(4:1)]","장방형","하양","(내수용) 흰색 또는 거의 흰색의 장방형 필름코팅정제(수출용) 흰색 또는 거의 흰색의 장방형 필름코팅정제","null","null"
"라베듀엣정20/500밀리그램","타원형","갈색","황갈색의 달걀형 필름코팅정","null","null"
"글로스타정10밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"케이투스정(레보드로프로피진)","원형","하양","흰색의 원형 정제","null","null"
"엔디펜정","타원형","파랑","연한 파란색의 타원형 필름코팅정","null","null"
"듀오베린정","원형","노랑","노란색의 원형 필름코팅정","null","null"
"리버칼에프연질캡슐350밀리그램(밀크시슬열매건조엑스)","타원형","갈색","황갈색의 유상 내용물을 함유한 암적색(검붉은 색)의 장방형 연질캡슐","null","null"
"타이놀정500밀리그램(아세트아미노펜)","타원형","하양","흰색의 장방형 필름코팅정제","null","null"
"푸리네톤정(메르캅토푸린수화물)(수출명:CatoprineTabs.)","원형","하양","연한 노란색 또는 노란색의 원형정제","null","null"
"베아콕시브캡슐100밀리그램(세레콕시브)","장방형","하양, 파랑","흰색 내지 미황색의 분말이 충전된 상하 푸른색줄이 있는 흰색의 경질캡슐제","null","null"
"다이아폴민엑스알서방정500밀리그램(메트포르민염산염)","장방형","하양","흰색의 장방형 서방정","null","null"
"다이아폴민엑스알서방정750밀리그램(메트포르민염산염)","타원형","하양","흰색의 장방형 서방정","null","null"
"다이아폴민엑스알서방정1000밀리그램(메트포르민염산염)","장방형","하양","흰색의 장방형 서방정","null","null"
"지타미가서방정50밀리그램(미라베그론)","타원형","갈색","노란색의 타원형 필름코팅 서방정","null","null"
"메이놀정","원형","연두","연두색의 원형 장용성 필름코팅정제","null","null"
"제스틸투엑스정(애엽95%에탄올연조엑스(20→1))","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"엘라리즈정(울리프리스탈아세테이트)","원형","하양","흰색 내지 회백색의 원형 정제","null","null"
"바이타민마하정","장방형","주황","담황색의 장방형 필름코팅정제","null","null"
"브이디핀정5/160mg","타원형","주황","어두운 황색의 장방형 필름코팅정","null","null"
"테네리엠서방정10/750밀리그램","타원형","주황","노란색의 양면이 볼록한 타원형의 서방성 필름코팅정","null","null"
"테네리엠서방정10/500밀리그램","타원형","분홍","주황색의 양면이 볼록한 타원형의 서방성 필름코팅정","null","null"
"세시텐캡슐(아세틸시스테인)","장방형","초록","백색의 분말이 든 상단 암녹색, 하단 담녹색의 경질캅셀제이다","null","null"
"파메졸캡슐150밀리그램(플루코나졸)","장방형","파랑","흰색분말이 충진된 상부는 암청색 ,하부는 담청색의 캡슐제","null","null"
"리리큐어캡슐75밀리그램(프레가발린)","장방형","하양","흰색 또는 미황색 분말이 든 상부 적갈색, 하부 흰색의 경질캡슐","null","null"
"리버픽스정(비페닐디메틸디카르복실레이트)","원형","하양","흰색의 원형 정제 ","null","null"
"리벨서스정(세마글루티드)","타원형","하양","흰색내지 미황색의 타원형 정제","null","null"
"명도파정25/100밀리그램(벤세라지드, 레보도파)","원형","분홍","십자눈금이 새겨져 있는 분홍색의 원형 정제","+","null"
"영일알마게이트정500밀리그램","원형","하양","흰색의 원형 정제","null","null"
"피나스테아정(피나스테리드)","원형","파랑","청색의 원형 필름코팅정","null","+"
"케어벡정100밀리그램(이매티닙메실산염)","원형","갈색","진한 황색~갈색의 원형 필름코팅정","-","null"
"레오론정","타원형","주황","황색의 타원형 필름코팅정제","null","-"
"디에스오정40밀리그램(에스오메프라졸마그네슘이수화물)","타원형","분홍","분홍색의 장방형 필름코팅정","null","null"
"디에스오정20밀리그램(에스오메프라졸마그네슘이수화물)","타원형","분홍","연한 분홍색의 장방형 필름코팅정","null","null"
"이큘레어정10밀리그램(몬테루카스트나트륨)","사각형","분홍","베이지색의 모서리가 둥근 사각형 필름코팅정제","null","null"
"얼사라정20밀리그램(라베프라졸나트륨)","원형","노랑","연한 노란색의 원형 장용성 필름코팅정제","null","null"
"브루킨사캡슐80밀리그램(자누브루티닙)","장방형","하양","흰색 내지 미백색의 가루가 든 흰색 내지 미백색의 불투명한 경질캡슐","null","null"
"한빅사정(메만틴염산염)","기타","하양","흰색의 장방형 필름코팅정제","-","-"
"비보존아토르바스타틴정20mg(아토르바스타틴칼슘삼수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"베포타온서방정(베포타스틴베실산염)","원형","하양","흰색의 원형 필름코팅정","null","null"
"듀라브정60/5밀리그램(피마사르탄칼륨,에스암로디핀)","사각형","주황","주황색의 모서리가 둥근 사각형 필름코팅정","null","null"
"듀라브정60/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","사각형","노랑","노란색의 모서리가 둥근 사각형 필름코팅정","null","null"
"듀라브정30/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","사각형","하양","흰색의 모서리가 둥근 사각형 필름코팅정","null","null"
"듀카엠정60/2.5밀리그램","사각형","노랑","노란색의 모서리가 둥근 사각형 필름코팅정","null","null"
"유니페니돈정400밀리그램(피르페니돈)","장방형","주황","담황색 ~ 담황갈색의 장방형 필름코팅정","null","-"
"유니페니돈정200밀리그램(피르페니돈)","장방형","주황","담황색 ~ 담황갈색의 장방형 필름코팅정","null","null"
"옥소펜정(록소프로펜나트륨수화물)","원형","하양","흰색~미황색의 원형 정제","null","null"
"엑시글루엠서방정10/1000밀리그램","타원형","주황","노란색 ∼ 진한 노란색의 양면이 볼록한 타원형의 서방성 필름코팅정","null","null"
"엑시글루엠서방정10/500밀리그램","타원형","분홍","분홍색의 양면이 볼록한 장방형의 서방성 필름코팅정","null","null"
"엑시글루엠서방정5/1000밀리그램","타원형","분홍","분홍색 ∼ 진한 분홍색의 양면이 볼록한 타원형의 서방성 필름코팅정","null","null"
"엑시글루엠서방정5/500밀리그램","타원형","분홍","주황색의 양면이 볼록한 장방형의 서방성 필름코팅정","null","null"
"메디브렉스캡슐200밀리그램(세레콕시브)","장방형","하양, 노랑","흰색 내지 미황색의 분말이 충전된 상하 황색줄이 있는 흰색의 캡슐제","null","null"
"메디브렉스캡슐100밀리그램(세레콕시브)","장방형","하양, 파랑","흰색 내지 미황색의 분말이 충전된 상하 푸른색 줄이 있는 흰색의 캡슐제","null","null"
"케이듀오서방정10/500밀리그램","타원형","분홍","분홍색의 양면이 볼록한 달걀형 필름코팅정","null","null"
"케이듀오서방정10/1000밀리그램","타원형","주황","노란색의 양면이 볼록한 달걀형 필름코팅정","null","null"
"다누비아정50밀리그램(시타글립틴염산염수화물)","원형","분홍","밝은 노란 주황색의 원형 필름코팅정제","null","null"
"시너지아정(시트룰린말산염)","타원형","주황","주황색의 타원형 필름코팅정제","null","null"
"젠시가에스정10/100밀리그램(다파글리플로진,시타글립틴)","원형","주황","노란색~주황색의 양면이 볼록한 원형필름코팅정제","null","null"
"포글리진정10밀리그램(다파글리플로진프로판디올수화물)","마름모형","주황","노란색의 양면이 볼록한 마름모형의 필름코팅정제","null","null"
"로수바미브정10/2.5밀리그램(에제티미브, 로수바스타틴칼슘)","타원형","노랑","노란색의 장방형 필름코팅정","null","null"
"알듀카정30/2.5밀리그램","사각형","하양","흰색의 윗면이 둥근 사각형 모양 필름코팅정제","null","null"
"셀디아정","원형","하양","흰색의 원형 필름코팅정","null","null"
"다파글리엠정5밀리그램(다파글리플로진프로판디올수화물)","원형","주황"," 노란색의 양면이 볼록한 원형의 필름코팅정","null","null"
"다파글리엠정10밀리그램(다파글리플로진프로판디올수화물)","마름모형","주황","   노란색의 양면이 볼록한 다이아몬드형의 필름코팅정","null","null"
"다에피정10밀리그램(에피나스틴염산염)","원형","하양","흰색 또는 미황색의 원형 필름코팅정","null","null"
"카발린캡슐300밀리그램(프레가발린)","장방형","갈색","흰색 또는 연한 노란색의 가루가 든 상부 적갈색, 하부 흰색의 경질 캡슐제","null","null"
"스티플정(애엽95%에탄올연조엑스(20→1))","타원형","연두","녹색의 타원형 필름코팅정","null","null"
"케이시가정10밀리그램(다파글리플로진프로판디올수화물)","마름모형","주황","노란색의 양면이 볼록한 다이아몬드형의 필름코팅정제","null","-"
"다누비아정100밀리그램(시타글립틴염산염수화물)","원형","분홍","밝은 노란 주황색의 원형 필름코팅정제","null","null"
"라이트세푸록심정250밀리그램(세푸록심악세틸)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"아리뷰캡슐","장방형","초록","녹색의 분말이 충진된 상부 암녹색, 하부 연녹색의 캡슐제","null","null"
"유레이드정(피나스테리드)","원형","파랑","청색의 원형 필름코팅정","null","+"
"파모콤푸정 ","타원형","연두","연두색의 장방형 필름코팅정","null","null"
"엑시다졸정20밀리그램(에스오메프라졸마그네슘삼수화물)","원형","분홍","연분홍색의 원형 필름코팅정","null","null"
"가스프라이드정(모사프리드시트르산염수화물)","장방형","하양","흰색의 장방형 필름코팅정제","-","-"
"피디펙솔서방정1.5밀리그램(프라미펙솔염산염일수화물)","타원형","하양","흰색 타원형의 서방성 정제","null","null"
"피디펙솔서방정0.75밀리그램(프라미펙솔염산염일수화물)","원형","하양","흰색 원형의 서방성 정제","null","null"
"브렌셉트정23밀리그램(도네페질염산염수화물)","원형","분홍","빨간색의 양면이 볼록한 원형 필름코팅정","null","null"
"도네원정10mg(도네페질염산염수화물)","원형","주황","노랑색의 원형 필름코팅정","null","null"
"티네글립정20밀리그램(테네리글립틴염산염수화물)","원형","분홍","분홍색 원형의 필름 코팅정","null","null"
"티네글립엠서방정10/500밀리그램","타원형","분홍","주황색의 달걀형 서방성 필름코팅정","null","null"
"텔미로우정80밀리그램(텔미사르탄)","타원형","하양","흰색 타원형의 정제","null","null"
"로자딘플러스정","타원형","연두","황색의 타원형 필름코팅정제","null","null"
"갈라폴드캡슐(미갈라스타트염산염)","장방형","파랑","흰색 내지 연갈색의 가루가 충전된 A1001이 인쇄된 상부 청색, 하부 흰색으로 된 경질캡슐","null","null"
"마이티신캡슐(은교산)","장방형","빨강","암갈색의 분말이 든 상부 주황색, 하부 미황색의 경질캡슐","null","null"
"엔코나캡슐100밀리그램(이트라코나졸)","장방형","파랑","흰색 또는 회백색의 구형 펠렛이 충진된 상부 청색, 하부 분홍색의 경질캡슐제","null","null"
"리마엔정(리마프로스트알파덱스) ","원형","하양","흰색의 원형 정제","null","null"
"뉴트리-비프리미엄정","타원형","갈색","갈색의 타원형 필름코팅정","null","null"
"뉴트리-비골드정","장방형","갈색","갈색의 장방형 필름코팅정","null","null"
"엔티텔미플러스정40/12.5밀리그램","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"엔티테리드정5밀리그램(피나스테리드)","기타","파랑","청색의 사과모양 필름코팅정","null","null"
"엔티텔미정40밀리그램(텔미사르탄)","타원형","하양","흰색의 장타원형 정제","null","null"
"엔티라빈정60밀리그램(라록시펜염산염)","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"오메프란캡슐20밀리그램(오메프라졸)","장방형","빨강","미황색의 장용성 과립이 충진된 상부 적갈색, 하부분홍색의 경질캡슐제","null","null"
"엔티픽심캡슐100밀리그램(세픽심수화물)","장방형","분홍","흰색-연한노란색의 결정성 가루가 들어있는 상·하부 연한 주황색의 경질캡슐","null","null"
"뉴딜렌정25밀리그램(카르베딜롤)","원형","하양","백색의 원형정제","-","null"
"아르바젯정10/10밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"아르바젯정10/20밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"엘리펜서방정","장방형","주황","연한 노란색의 장방형 서방성 필름코팅정","null","null"
"피타론정4밀리그램(피타바스타틴칼슘)","원형","노랑","분할선이 있는 담황색의 원형필름코팅정","null","-"
"타로신서방정0.4밀리그램(탐스로신염산염)","원형","하양","흰색의 원형 서방성 필름코팅정","null","null"
"토바스틴정80밀리그램(아토르바스타틴칼슘삼수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"셀토젯정10/20밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"듀오텔미정40/10밀리그램","타원형","파랑","밝은 파란색의 타원형 필름코팅정 ","null","null"
"아토에지정10/20밀리그램","타원형","하양","흰색의 타원형 필름코팅정 ","null","null"
"아토에지정10/10밀리그램","타원형","하양","흰색의 타원형 필름코팅정 ","null","null"
